doc_file,heading,file
docs/api.md,API Reference,backend/__init__.py
docs/api.md,API Reference,backend/app.py
docs/api.md,API Reference,backend/cli.py
docs/api.md,API Reference,backend/config.py
docs/api.md,API Reference,backend/database.py
docs/api.md,API Reference,backend/models/__init__.py
docs/api.md,API Reference,backend/models/task.py
docs/api.md,API Reference,backend/models/user.py
docs/api.md,API Reference,backend/services/__init__.py
docs/api.md,API Reference,backend/services/auth.py
docs/api.md,API Reference,backend/services/tasks.py
docs/api.md,API Reference,frontend/src/App.jsx
docs/api.md,API Reference,frontend/src/api/client.js
docs/api.md,API Reference,frontend/src/components/Dashboard.jsx
docs/api.md,API Reference,frontend/src/components/LoginForm.jsx
docs/api.md,API Reference,frontend/src/components/TaskList.jsx
docs/api.md,API Reference,frontend/src/hooks/useAuth.js
docs/api.md,API Reference,frontend/src/hooks/useTasks.js
docs/api.md,API Reference,frontend/src/index.jsx
docs/api.md,API Reference,frontend/src/utils/helpers.js
docs/api.md,Authentication,backend/__init__.py
docs/api.md,Authentication,backend/app.py
docs/api.md,Authentication,backend/cli.py
docs/api.md,Authentication,backend/config.py
docs/api.md,Authentication,backend/database.py
docs/api.md,Authentication,backend/models/__init__.py
docs/api.md,Authentication,backend/models/task.py
docs/api.md,Authentication,backend/models/user.py
docs/api.md,Authentication,backend/services/__init__.py
docs/api.md,Authentication,backend/services/auth.py
docs/api.md,Authentication,backend/services/tasks.py
docs/api.md,Authentication,frontend/src/App.jsx
docs/api.md,Authentication,frontend/src/api/client.js
docs/api.md,Authentication,frontend/src/components/Dashboard.jsx
docs/api.md,Authentication,frontend/src/components/LoginForm.jsx
docs/api.md,Authentication,frontend/src/components/TaskList.jsx
docs/api.md,Authentication,frontend/src/hooks/useAuth.js
docs/api.md,Authentication,frontend/src/hooks/useTasks.js
docs/api.md,Authentication,frontend/src/index.jsx
docs/api.md,Authentication,frontend/src/utils/helpers.js
docs/api.md,POST /api/auth/register,backend/__init__.py
docs/api.md,POST /api/auth/register,backend/app.py
docs/api.md,POST /api/auth/register,backend/cli.py
docs/api.md,POST /api/auth/register,backend/config.py
docs/api.md,POST /api/auth/register,backend/database.py
docs/api.md,POST /api/auth/register,backend/models/__init__.py
docs/api.md,POST /api/auth/register,backend/models/task.py
docs/api.md,POST /api/auth/register,backend/models/user.py
docs/api.md,POST /api/auth/register,backend/services/__init__.py
docs/api.md,POST /api/auth/register,backend/services/auth.py
docs/api.md,POST /api/auth/register,backend/services/tasks.py
docs/api.md,POST /api/auth/register,frontend/src/App.jsx
docs/api.md,POST /api/auth/register,frontend/src/api/client.js
docs/api.md,POST /api/auth/register,frontend/src/components/Dashboard.jsx
docs/api.md,POST /api/auth/register,frontend/src/components/LoginForm.jsx
docs/api.md,POST /api/auth/register,frontend/src/components/TaskList.jsx
docs/api.md,POST /api/auth/register,frontend/src/hooks/useAuth.js
docs/api.md,POST /api/auth/register,frontend/src/hooks/useTasks.js
docs/api.md,POST /api/auth/register,frontend/src/index.jsx
docs/api.md,POST /api/auth/register,frontend/src/utils/helpers.js
docs/api.md,POST /api/auth/login,backend/__init__.py
docs/api.md,POST /api/auth/login,backend/app.py
docs/api.md,POST /api/auth/login,backend/cli.py
docs/api.md,POST /api/auth/login,backend/config.py
docs/api.md,POST /api/auth/login,backend/database.py
docs/api.md,POST /api/auth/login,backend/models/__init__.py
docs/api.md,POST /api/auth/login,backend/models/task.py
docs/api.md,POST /api/auth/login,backend/models/user.py
docs/api.md,POST /api/auth/login,backend/services/__init__.py
docs/api.md,POST /api/auth/login,backend/services/auth.py
docs/api.md,POST /api/auth/login,backend/services/tasks.py
docs/api.md,POST /api/auth/login,frontend/src/App.jsx
docs/api.md,POST /api/auth/login,frontend/src/api/client.js
docs/api.md,POST /api/auth/login,frontend/src/components/Dashboard.jsx
docs/api.md,POST /api/auth/login,frontend/src/components/LoginForm.jsx
docs/api.md,POST /api/auth/login,frontend/src/components/TaskList.jsx
docs/api.md,POST /api/auth/login,frontend/src/hooks/useAuth.js
docs/api.md,POST /api/auth/login,frontend/src/hooks/useTasks.js
docs/api.md,POST /api/auth/login,frontend/src/index.jsx
docs/api.md,POST /api/auth/login,frontend/src/utils/helpers.js
docs/api.md,Tasks,backend/__init__.py
docs/api.md,Tasks,backend/app.py
docs/api.md,Tasks,backend/cli.py
docs/api.md,Tasks,backend/config.py
docs/api.md,Tasks,backend/database.py
docs/api.md,Tasks,backend/models/__init__.py
docs/api.md,Tasks,backend/models/task.py
docs/api.md,Tasks,backend/models/user.py
docs/api.md,Tasks,backend/services/__init__.py
docs/api.md,Tasks,backend/services/auth.py
docs/api.md,Tasks,backend/services/tasks.py
docs/api.md,Tasks,frontend/src/App.jsx
docs/api.md,Tasks,frontend/src/api/client.js
docs/api.md,Tasks,frontend/src/components/Dashboard.jsx
docs/api.md,Tasks,frontend/src/components/LoginForm.jsx
docs/api.md,Tasks,frontend/src/components/TaskList.jsx
docs/api.md,Tasks,frontend/src/hooks/useAuth.js
docs/api.md,Tasks,frontend/src/hooks/useTasks.js
docs/api.md,Tasks,frontend/src/index.jsx
docs/api.md,Tasks,frontend/src/utils/helpers.js
docs/api.md,POST /api/tasks,backend/__init__.py
docs/api.md,POST /api/tasks,backend/app.py
docs/api.md,POST /api/tasks,backend/cli.py
docs/api.md,POST /api/tasks,backend/config.py
docs/api.md,POST /api/tasks,backend/database.py
docs/api.md,POST /api/tasks,backend/models/__init__.py
docs/api.md,POST /api/tasks,backend/models/task.py
docs/api.md,POST /api/tasks,backend/models/user.py
docs/api.md,POST /api/tasks,backend/services/__init__.py
docs/api.md,POST /api/tasks,backend/services/auth.py
docs/api.md,POST /api/tasks,backend/services/tasks.py
docs/api.md,POST /api/tasks,frontend/src/App.jsx
docs/api.md,POST /api/tasks,frontend/src/api/client.js
docs/api.md,POST /api/tasks,frontend/src/components/Dashboard.jsx
docs/api.md,POST /api/tasks,frontend/src/components/LoginForm.jsx
docs/api.md,POST /api/tasks,frontend/src/components/TaskList.jsx
docs/api.md,POST /api/tasks,frontend/src/hooks/useAuth.js
docs/api.md,POST /api/tasks,frontend/src/hooks/useTasks.js
docs/api.md,POST /api/tasks,frontend/src/index.jsx
docs/api.md,POST /api/tasks,frontend/src/utils/helpers.js
docs/api.md,GET /api/tasks,backend/__init__.py
docs/api.md,GET /api/tasks,backend/app.py
docs/api.md,GET /api/tasks,backend/cli.py
docs/api.md,GET /api/tasks,backend/config.py
docs/api.md,GET /api/tasks,backend/database.py
docs/api.md,GET /api/tasks,backend/models/__init__.py
docs/api.md,GET /api/tasks,backend/models/task.py
docs/api.md,GET /api/tasks,backend/models/user.py
docs/api.md,GET /api/tasks,backend/services/__init__.py
docs/api.md,GET /api/tasks,backend/services/auth.py
docs/api.md,GET /api/tasks,backend/services/tasks.py
docs/api.md,GET /api/tasks,frontend/src/App.jsx
docs/api.md,GET /api/tasks,frontend/src/api/client.js
docs/api.md,GET /api/tasks,frontend/src/components/Dashboard.jsx
docs/api.md,GET /api/tasks,frontend/src/components/LoginForm.jsx
docs/api.md,GET /api/tasks,frontend/src/components/TaskList.jsx
docs/api.md,GET /api/tasks,frontend/src/hooks/useAuth.js
docs/api.md,GET /api/tasks,frontend/src/hooks/useTasks.js
docs/api.md,GET /api/tasks,frontend/src/index.jsx
docs/api.md,GET /api/tasks,frontend/src/utils/helpers.js
docs/api.md,GET /api/tasks/stats,backend/__init__.py
docs/api.md,GET /api/tasks/stats,backend/app.py
docs/api.md,GET /api/tasks/stats,backend/cli.py
docs/api.md,GET /api/tasks/stats,backend/config.py
docs/api.md,GET /api/tasks/stats,backend/database.py
docs/api.md,GET /api/tasks/stats,backend/models/__init__.py
docs/api.md,GET /api/tasks/stats,backend/models/task.py
docs/api.md,GET /api/tasks/stats,backend/models/user.py
docs/api.md,GET /api/tasks/stats,backend/services/__init__.py
docs/api.md,GET /api/tasks/stats,backend/services/auth.py
docs/api.md,GET /api/tasks/stats,backend/services/tasks.py
docs/api.md,GET /api/tasks/stats,frontend/src/App.jsx
docs/api.md,GET /api/tasks/stats,frontend/src/api/client.js
docs/api.md,GET /api/tasks/stats,frontend/src/components/Dashboard.jsx
docs/api.md,GET /api/tasks/stats,frontend/src/components/LoginForm.jsx
docs/api.md,GET /api/tasks/stats,frontend/src/components/TaskList.jsx
docs/api.md,GET /api/tasks/stats,frontend/src/hooks/useAuth.js
docs/api.md,GET /api/tasks/stats,frontend/src/hooks/useTasks.js
docs/api.md,GET /api/tasks/stats,frontend/src/index.jsx
docs/api.md,GET /api/tasks/stats,frontend/src/utils/helpers.js
docs/api.md,PATCH /api/tasks/:id/status,backend/__init__.py
docs/api.md,PATCH /api/tasks/:id/status,backend/app.py
docs/api.md,PATCH /api/tasks/:id/status,backend/cli.py
docs/api.md,PATCH /api/tasks/:id/status,backend/config.py
docs/api.md,PATCH /api/tasks/:id/status,backend/database.py
docs/api.md,PATCH /api/tasks/:id/status,backend/models/__init__.py
docs/api.md,PATCH /api/tasks/:id/status,backend/models/task.py
docs/api.md,PATCH /api/tasks/:id/status,backend/models/user.py
docs/api.md,PATCH /api/tasks/:id/status,backend/services/__init__.py
docs/api.md,PATCH /api/tasks/:id/status,backend/services/auth.py
docs/api.md,PATCH /api/tasks/:id/status,backend/services/tasks.py
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/App.jsx
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/api/client.js
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/components/Dashboard.jsx
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/components/LoginForm.jsx
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/components/TaskList.jsx
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/hooks/useAuth.js
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/hooks/useTasks.js
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/index.jsx
docs/api.md,PATCH /api/tasks/:id/status,frontend/src/utils/helpers.js
docs/api.md,DELETE /api/tasks/:id,backend/__init__.py
docs/api.md,DELETE /api/tasks/:id,backend/app.py
docs/api.md,DELETE /api/tasks/:id,backend/cli.py
docs/api.md,DELETE /api/tasks/:id,backend/config.py
docs/api.md,DELETE /api/tasks/:id,backend/database.py
docs/api.md,DELETE /api/tasks/:id,backend/models/__init__.py
docs/api.md,DELETE /api/tasks/:id,backend/models/task.py
docs/api.md,DELETE /api/tasks/:id,backend/models/user.py
docs/api.md,DELETE /api/tasks/:id,backend/services/__init__.py
docs/api.md,DELETE /api/tasks/:id,backend/services/auth.py
docs/api.md,DELETE /api/tasks/:id,backend/services/tasks.py
docs/api.md,DELETE /api/tasks/:id,frontend/src/App.jsx
docs/api.md,DELETE /api/tasks/:id,frontend/src/api/client.js
docs/api.md,DELETE /api/tasks/:id,frontend/src/components/Dashboard.jsx
docs/api.md,DELETE /api/tasks/:id,frontend/src/components/LoginForm.jsx
docs/api.md,DELETE /api/tasks/:id,frontend/src/components/TaskList.jsx
docs/api.md,DELETE /api/tasks/:id,frontend/src/hooks/useAuth.js
docs/api.md,DELETE /api/tasks/:id,frontend/src/hooks/useTasks.js
docs/api.md,DELETE /api/tasks/:id,frontend/src/index.jsx
docs/api.md,DELETE /api/tasks/:id,frontend/src/utils/helpers.js
docs/architecture.md,Architecture,backend/__init__.py
docs/architecture.md,Architecture,backend/app.py
docs/architecture.md,Architecture,backend/cli.py
docs/architecture.md,Architecture,backend/config.py
docs/architecture.md,Architecture,backend/database.py
docs/architecture.md,Architecture,backend/models/__init__.py
docs/architecture.md,Architecture,backend/models/task.py
docs/architecture.md,Architecture,backend/models/user.py
docs/architecture.md,Architecture,backend/services/__init__.py
docs/architecture.md,Architecture,backend/services/auth.py
docs/architecture.md,Architecture,backend/services/tasks.py
docs/architecture.md,Architecture,frontend/src/App.jsx
docs/architecture.md,Architecture,frontend/src/api/client.js
docs/architecture.md,Architecture,frontend/src/components/Dashboard.jsx
docs/architecture.md,Architecture,frontend/src/components/LoginForm.jsx
docs/architecture.md,Architecture,frontend/src/components/TaskList.jsx
docs/architecture.md,Architecture,frontend/src/hooks/useAuth.js
docs/architecture.md,Architecture,frontend/src/hooks/useTasks.js
docs/architecture.md,Architecture,frontend/src/index.jsx
docs/architecture.md,Architecture,frontend/src/utils/helpers.js
docs/architecture.md,Overview,backend/__init__.py
docs/architecture.md,Overview,backend/app.py
docs/architecture.md,Overview,backend/cli.py
docs/architecture.md,Overview,backend/config.py
docs/architecture.md,Overview,backend/database.py
docs/architecture.md,Overview,backend/models/__init__.py
docs/architecture.md,Overview,backend/models/task.py
docs/architecture.md,Overview,backend/models/user.py
docs/architecture.md,Overview,backend/services/__init__.py
docs/architecture.md,Overview,backend/services/auth.py
docs/architecture.md,Overview,backend/services/tasks.py
docs/architecture.md,Overview,frontend/src/App.jsx
docs/architecture.md,Overview,frontend/src/api/client.js
docs/architecture.md,Overview,frontend/src/components/Dashboard.jsx
docs/architecture.md,Overview,frontend/src/components/LoginForm.jsx
docs/architecture.md,Overview,frontend/src/components/TaskList.jsx
docs/architecture.md,Overview,frontend/src/hooks/useAuth.js
docs/architecture.md,Overview,frontend/src/hooks/useTasks.js
docs/architecture.md,Overview,frontend/src/index.jsx
docs/architecture.md,Overview,frontend/src/utils/helpers.js
docs/architecture.md,Backend,backend/__init__.py
docs/architecture.md,Backend,backend/app.py
docs/architecture.md,Backend,backend/cli.py
docs/architecture.md,Backend,backend/config.py
docs/architecture.md,Backend,backend/database.py
docs/architecture.md,Backend,backend/models/__init__.py
docs/architecture.md,Backend,backend/models/task.py
docs/architecture.md,Backend,backend/models/user.py
docs/architecture.md,Backend,backend/services/__init__.py
docs/architecture.md,Backend,backend/services/auth.py
docs/architecture.md,Backend,backend/services/tasks.py
docs/architecture.md,Backend,frontend/src/App.jsx
docs/architecture.md,Backend,frontend/src/api/client.js
docs/architecture.md,Backend,frontend/src/components/Dashboard.jsx
docs/architecture.md,Backend,frontend/src/components/LoginForm.jsx
docs/architecture.md,Backend,frontend/src/components/TaskList.jsx
docs/architecture.md,Backend,frontend/src/hooks/useAuth.js
docs/architecture.md,Backend,frontend/src/hooks/useTasks.js
docs/architecture.md,Backend,frontend/src/index.jsx
docs/architecture.md,Backend,frontend/src/utils/helpers.js
docs/architecture.md,HTTP Server (`app.py`),backend/__init__.py
docs/architecture.md,HTTP Server (`app.py`),backend/app.py
docs/architecture.md,HTTP Server (`app.py`),backend/cli.py
docs/architecture.md,HTTP Server (`app.py`),backend/config.py
docs/architecture.md,HTTP Server (`app.py`),backend/database.py
docs/architecture.md,HTTP Server (`app.py`),backend/models/__init__.py
docs/architecture.md,HTTP Server (`app.py`),backend/models/task.py
docs/architecture.md,HTTP Server (`app.py`),backend/models/user.py
docs/architecture.md,HTTP Server (`app.py`),backend/services/__init__.py
docs/architecture.md,HTTP Server (`app.py`),backend/services/auth.py
docs/architecture.md,HTTP Server (`app.py`),backend/services/tasks.py
docs/architecture.md,HTTP Server (`app.py`),frontend/src/App.jsx
docs/architecture.md,HTTP Server (`app.py`),frontend/src/api/client.js
docs/architecture.md,HTTP Server (`app.py`),frontend/src/components/Dashboard.jsx
docs/architecture.md,HTTP Server (`app.py`),frontend/src/components/LoginForm.jsx
docs/architecture.md,HTTP Server (`app.py`),frontend/src/components/TaskList.jsx
docs/architecture.md,HTTP Server (`app.py`),frontend/src/hooks/useAuth.js
docs/architecture.md,HTTP Server (`app.py`),frontend/src/hooks/useTasks.js
docs/architecture.md,HTTP Server (`app.py`),frontend/src/index.jsx
docs/architecture.md,HTTP Server (`app.py`),frontend/src/utils/helpers.js
docs/architecture.md,CLI (`cli.py`),backend/__init__.py
docs/architecture.md,CLI (`cli.py`),backend/app.py
docs/architecture.md,CLI (`cli.py`),backend/cli.py
docs/architecture.md,CLI (`cli.py`),backend/config.py
docs/architecture.md,CLI (`cli.py`),backend/database.py
docs/architecture.md,CLI (`cli.py`),backend/models/__init__.py
docs/architecture.md,CLI (`cli.py`),backend/models/task.py
docs/architecture.md,CLI (`cli.py`),backend/models/user.py
docs/architecture.md,CLI (`cli.py`),backend/services/__init__.py
docs/architecture.md,CLI (`cli.py`),backend/services/auth.py
docs/architecture.md,CLI (`cli.py`),backend/services/tasks.py
docs/architecture.md,CLI (`cli.py`),frontend/src/App.jsx
docs/architecture.md,CLI (`cli.py`),frontend/src/api/client.js
docs/architecture.md,CLI (`cli.py`),frontend/src/components/Dashboard.jsx
docs/architecture.md,CLI (`cli.py`),frontend/src/components/LoginForm.jsx
docs/architecture.md,CLI (`cli.py`),frontend/src/components/TaskList.jsx
docs/architecture.md,CLI (`cli.py`),frontend/src/hooks/useAuth.js
docs/architecture.md,CLI (`cli.py`),frontend/src/hooks/useTasks.js
docs/architecture.md,CLI (`cli.py`),frontend/src/index.jsx
docs/architecture.md,CLI (`cli.py`),frontend/src/utils/helpers.js
docs/architecture.md,Database (`database.py`),backend/__init__.py
docs/architecture.md,Database (`database.py`),backend/app.py
docs/architecture.md,Database (`database.py`),backend/cli.py
docs/architecture.md,Database (`database.py`),backend/config.py
docs/architecture.md,Database (`database.py`),backend/database.py
docs/architecture.md,Database (`database.py`),backend/models/__init__.py
docs/architecture.md,Database (`database.py`),backend/models/task.py
docs/architecture.md,Database (`database.py`),backend/models/user.py
docs/architecture.md,Database (`database.py`),backend/services/__init__.py
docs/architecture.md,Database (`database.py`),backend/services/auth.py
docs/architecture.md,Database (`database.py`),backend/services/tasks.py
docs/architecture.md,Database (`database.py`),frontend/src/App.jsx
docs/architecture.md,Database (`database.py`),frontend/src/api/client.js
docs/architecture.md,Database (`database.py`),frontend/src/components/Dashboard.jsx
docs/architecture.md,Database (`database.py`),frontend/src/components/LoginForm.jsx
docs/architecture.md,Database (`database.py`),frontend/src/components/TaskList.jsx
docs/architecture.md,Database (`database.py`),frontend/src/hooks/useAuth.js
docs/architecture.md,Database (`database.py`),frontend/src/hooks/useTasks.js
docs/architecture.md,Database (`database.py`),frontend/src/index.jsx
docs/architecture.md,Database (`database.py`),frontend/src/utils/helpers.js
docs/architecture.md,Models,backend/__init__.py
docs/architecture.md,Models,backend/app.py
docs/architecture.md,Models,backend/cli.py
docs/architecture.md,Models,backend/config.py
docs/architecture.md,Models,backend/database.py
docs/architecture.md,Models,backend/models/__init__.py
docs/architecture.md,Models,backend/models/task.py
docs/architecture.md,Models,backend/models/user.py
docs/architecture.md,Models,backend/services/__init__.py
docs/architecture.md,Models,backend/services/auth.py
docs/architecture.md,Models,backend/services/tasks.py
docs/architecture.md,Models,frontend/src/App.jsx
docs/architecture.md,Models,frontend/src/api/client.js
docs/architecture.md,Models,frontend/src/components/Dashboard.jsx
docs/architecture.md,Models,frontend/src/components/LoginForm.jsx
docs/architecture.md,Models,frontend/src/components/TaskList.jsx
docs/architecture.md,Models,frontend/src/hooks/useAuth.js
docs/architecture.md,Models,frontend/src/hooks/useTasks.js
docs/architecture.md,Models,frontend/src/index.jsx
docs/architecture.md,Models,frontend/src/utils/helpers.js
docs/architecture.md,Services,backend/__init__.py
docs/architecture.md,Services,backend/app.py
docs/architecture.md,Services,backend/cli.py
docs/architecture.md,Services,backend/config.py
docs/architecture.md,Services,backend/database.py
docs/architecture.md,Services,backend/models/__init__.py
docs/architecture.md,Services,backend/models/task.py
docs/architecture.md,Services,backend/models/user.py
docs/architecture.md,Services,backend/services/__init__.py
docs/architecture.md,Services,backend/services/auth.py
docs/architecture.md,Services,backend/services/tasks.py
docs/architecture.md,Services,frontend/src/App.jsx
docs/architecture.md,Services,frontend/src/api/client.js
docs/architecture.md,Services,frontend/src/components/Dashboard.jsx
docs/architecture.md,Services,frontend/src/components/LoginForm.jsx
docs/architecture.md,Services,frontend/src/components/TaskList.jsx
docs/architecture.md,Services,frontend/src/hooks/useAuth.js
docs/architecture.md,Services,frontend/src/hooks/useTasks.js
docs/architecture.md,Services,frontend/src/index.jsx
docs/architecture.md,Services,frontend/src/utils/helpers.js
docs/architecture.md,Frontend,backend/__init__.py
docs/architecture.md,Frontend,backend/app.py
docs/architecture.md,Frontend,backend/cli.py
docs/architecture.md,Frontend,backend/config.py
docs/architecture.md,Frontend,backend/database.py
docs/architecture.md,Frontend,backend/models/__init__.py
